province,city,link,zip
Masbate,Mandaon,Guincaiptan,5411
Masbate,Mandaon,Laguinbanwa,5411
Masbate,Mandaon,Lantangan,5411
Masbate,Mandaon,Looc,5411
Masbate,Mandaon,Mabatobato,5411
Masbate,Mandaon,Maolingon,5411
Masbate,Mandaon,Nailaban,5411
Masbate,Mandaon,Nanipsan,5411
Masbate,Mandaon,Pinamangcaan,5411
Masbate,Mandaon,Poblacion,5411
Masbate,Mandaon,Polo Dacu,5411
Masbate,Mandaon,San Juan,5411
Masbate,Mandaon,San Pablo,5411
Masbate,Mandaon,Santa Fe,5411
Masbate,Mandaon,Tagpu,5411
Masbate,Mandaon,Tumalaytay,5411
Masbate,Masbate City,Anas,5400
Masbate,Masbate City,Asid,5400
Masbate,Masbate City,B. Titong,5400
Masbate,Masbate City,Bagumbayan,5400
Masbate,Masbate City,Bantigue,5400
Masbate,Masbate City,Bapor (Pob.),5400
Masbate,Masbate City,Batuhan,5400
Masbate,Masbate City,Bayombon,5400
Masbate,Masbate City,Biyong,5400
Masbate,Masbate City,Bolo,5400
Masbate,Masbate City,Cagay,5400
Masbate,Masbate City,Cawayan Exterior,5400
Masbate,Masbate City,Cawayan Interior,5400
Masbate,Masbate City,Centro (Pob.),5400
Masbate,Masbate City,Espinosa,5400
Masbate,Masbate City,F. Magallanes,5400
Masbate,Masbate City,Ibingay,5400
Masbate,Masbate City,Igang,5400
Masbate,Masbate City,Kalipay (Pob.),5400
Masbate,Masbate City,Kinamaligan,5400
Masbate,Masbate City,Malinta,5400
Masbate,Masbate City,Mapi,5400
Masbate,Masbate City,Mayngaran,5400
Masbate,Masbate City,Nursery,5400
Masbate,Masbate City,Pating (Pob.),5400
Masbate,Masbate City,Pawa,5400
Masbate,Masbate City,Sinalongan,5400
Masbate,Masbate City,Tugbo,5400
Masbate,Masbate City,Ubongan Dacu,5400
Masbate,Masbate City,Usab,5400
Masbate,Milagros,Bacolod,5410
Masbate,Milagros,Bangad,5410
Masbate,Milagros,Bara,5410
Masbate,Milagros,Bonbon,5410
Masbate,Milagros,Calasuche,5410
Masbate,Milagros,Calumpang (Taisan),5410
Masbate,Milagros,Capaculan,5410
Masbate,Milagros,Cayabon,5410
Masbate,Milagros,Guinluthangan,5410
Masbate,Milagros,Jamorawon,5410
Masbate,Milagros,Magsalangi,5410
Masbate,Milagros,Matagbac,5410
Masbate,Milagros,Matanglad,5410
Masbate,Milagros,Matiporon,5410
Masbate,Milagros,Moises R. Espinosa,5410
Masbate,Milagros,Narangasan,5410
Masbate,Milagros,Pamangpangon,5410
Masbate,Milagros,Paraiso (Potot),5410
Masbate,Milagros,Poblacion East,5410
Masbate,Milagros,Poblacion West,5410
Masbate,Milagros,San Antonio,5410
Masbate,Milagros,San Carlos,5410
Masbate,Milagros,Sawmill,5410
Masbate,Milagros,Tagbon,5410
Masbate,Milagros,Tawad,5410
Masbate,Milagros,Tigbao,5410
Masbate,Milagros,Tinaclipan (Bato),5410
Masbate,Mobo,Baang,5401
Masbate,Mobo,Bagacay,5401
Masbate,Mobo,Balatucan,5401
Masbate,Mobo,Barag,5401
Masbate,Mobo,Dacu,5401
Masbate,Mobo,Fabrica,5401
Masbate,Mobo,Guintorelan,5401
Masbate,Mobo,Holjogon,5401
Masbate,Mobo,Lalaguna,5401
Masbate,Mobo,Lomocloc,5401
Masbate,Mobo,Luyong Catungan,5401
Masbate,Mobo,Mabuhay,5401
Masbate,Mobo,Mandali,5401
Masbate,Mobo,Mapuyo,5401
Masbate,Mobo,Marintoc,5401
Masbate,Mobo,Nasunduan,5401
Masbate,Mobo,Pinamalatican,5401
Masbate,Mobo,Pinamarbuhan,5401
Masbate,Mobo,Poblacion Dist. I,5401
Masbate,Mobo,Poblacion Dist. II,5401
Masbate,Mobo,Polot,5401
Masbate,Mobo,Sambulawan,5401
Masbate,Mobo,Santa Maria,5401
Masbate,Mobo,Sawmill,5401
Masbate,Mobo,Tabuc,5401
Masbate,Mobo,Tugawe,5401
Masbate,Mobo,Tugbo,5401
Masbate,Mobo,Umabay Exterior,5401
Masbate,Mobo,Umabay Interior,5401
Masbate,Monreal,Cantorna,5418
Masbate,Monreal,Famosa,5418
Masbate,Monreal,Guinhadap,5418
Masbate,Monreal,Macarthur,5418
Masbate,Monreal,Maglambong,5418
Masbate,Monreal,Morocborocan,5418
Masbate,Monreal,Poblacion,5418
Masbate,Monreal,Real,5418
Masbate,Monreal,Rizal,5418
Masbate,Monreal,Santo Ni,5418
Masbate,Monreal,Togoron,5418
Masbate,Palanas,Antipolo,5404
Masbate,Palanas,Banco,5404
Masbate,Palanas,Biga-a,5404
Masbate,Palanas,Bontod,5404
Masbate,Palanas,Buenasuerte,5404
Masbate,Palanas,Intusan,5404
Masbate,Palanas,Jose A. Abenir Sr. (Libtong),5404
Masbate,Palanas,Maanahao,5404
Masbate,Palanas,Mabini,5404
Masbate,Palanas,Malatawan,5404
Masbate,Palanas,Malibas,5404
Masbate,Palanas,Maravilla,5404
Masbate,Palanas,Matugnao,5404
Masbate,Palanas,Miabas,5404
Masbate,Palanas,Nabangig,5404
Masbate,Palanas,Nipa,5404
Masbate,Palanas,Parina,5404
Masbate,Palanas,Pi,5404
Masbate,Palanas,Poblacion,5404
Masbate,Palanas,Salvacion,5404
Masbate,Palanas,San Antonio,5404
Masbate,Palanas,San Carlos,5404
Masbate,Palanas,San Isidro,5404
Masbate,Palanas,Santa Cruz,5404
Masbate,Pio V. Corpuz (Limbuhan),Alegria,5406
Masbate,Pio V. Corpuz (Limbuhan),Buenasuerte,5406
Masbate,Pio V. Corpuz (Limbuhan),Bugang,5406
Masbate,Pio V. Corpuz (Limbuhan),Bugtong,5406
Masbate,Pio V. Corpuz (Limbuhan),Bunducan,5406
Masbate,Pio V. Corpuz (Limbuhan),Cabangrayan,5406
Masbate,Pio V. Corpuz (Limbuhan),Calongongan,5406
Masbate,Pio V. Corpuz (Limbuhan),Casabangan,5406
Masbate,Pio V. Corpuz (Limbuhan),Guindawahan,5406
Masbate,Pio V. Corpuz (Limbuhan),Labigan,5406
Masbate,Pio V. Corpuz (Limbuhan),Lampuyang,5406
Masbate,Pio V. Corpuz (Limbuhan),Mabuhay,5406
Masbate,Pio V. Corpuz (Limbuhan),Palho,5406
Masbate,Pio V. Corpuz (Limbuhan),Poblacion,5406
Masbate,Pio V. Corpuz (Limbuhan),Salvacion,5406
Masbate,Pio V. Corpuz (Limbuhan),Tanque,5406
Masbate,Pio V. Corpuz (Limbuhan),Tubigan,5406
Masbate,Pio V. Corpuz (Limbuhan),Tubog,5406
Masbate,Placer,Aguada,5408
Masbate,Placer,Amoslog,8405
Masbate,Placer,Anislagan,8405
Masbate,Placer,Bad-as,8405
Masbate,Placer,Ban-Ao,5408
Masbate,Placer,Boyongan,8405
Masbate,Placer,Bugas-bugas,8405
Masbate,Placer,Burabod,5408
Masbate,Placer,Cabangcalan,5408
Masbate,Placer,Calumpang,5408
Masbate,Placer,Camayabsan,5408
Masbate,Placer,Central (Pob.),8405
Masbate,Placer,Daanlungsod,5408
Masbate,Placer,Dangpanan,5408
Masbate,Placer,Daraga,5408
Masbate,Placer,Ellaperal (Nonok),8405
Masbate,Placer,Guin-Awayan,5408
Masbate,Placer,Guinhan-Ayan,5408
Masbate,Placer,Ipil (Pob.),8405
Masbate,Placer,Katipunan,5408
Masbate,Placer,Lakandula,8405
Masbate,Placer,Libas,5408
Masbate,Placer,Locso-An,5408
Masbate,Placer,Luna,5408
Masbate,Placer,Mabini,8405
Masbate,Placer,Macalaya,8405
Masbate,Placer,Magsaysay (Pob.),8405
Masbate,Placer,Magupange,8405
Masbate,Placer,Mahayag,5408
Masbate,Placer,Mahayahay,5408
Masbate,Placer,Manlut-Od,5408
Masbate,Placer,Matagantang,5408
Masbate,Placer,Naboctot,5408
Masbate,Placer,Nagarao,5408
Masbate,Placer,Nainday,5408
Masbate,Placer,Naocondiot,5408
Masbate,Placer,Pananay-an,8405
Masbate,Placer,Panhutongan,8405
Masbate,Placer,Pasiagon,5408
Masbate,Placer,Pili,5408
Masbate,Placer,Poblacion,5408
Masbate,Placer,Puro,5408
Masbate,Placer,Quibrada,5408
Masbate,Placer,San Isidro,8405
Masbate,Placer,San Marcos,5408
Masbate,Placer,Sani-sani,8405
Masbate,Placer,Santa Cruz,5408
Masbate,Placer,Santa Cruz,8405
Masbate,Placer,Suyoc,8405
Masbate,Placer,Taboc,5408
Masbate,Placer,Tagbongabong,8405
Masbate,Placer,Tan-Awan,5408
Masbate,Placer,Taverna,5408
Masbate,Placer,Tubod,5408
Masbate,Placer,Villa Inocencio,5408
Masbate,San Fernando,Agtiwa,5513
Masbate,San Fernando,Alianza,4415
Masbate,San Fernando,Altavista,5416
Masbate,San Fernando,Azarga,5513
Masbate,San Fernando,Balud,6018
Masbate,San Fernando,Balungag,6018
Masbate,San Fernando,Basak,6018
Masbate,San Fernando,Bayanihan Pob. (District 4),5416
Masbate,San Fernando,Baybaydagat Pob. (District 1),5416
Masbate,San Fernando,Beberon,4415
Masbate,San Fernando,Benitinan,5416
Masbate,San Fernando,Bical,4415
Masbate,San Fernando,Bocal,4415
Masbate,San Fernando,Bonacao,8711
Masbate,San Fernando,Bonifacio (Pob.),4415
Masbate,San Fernando,Buenasuerte,5416
Masbate,San Fernando,Buenavista,5416
Masbate,San Fernando,Buenavista (Pob.),4415
Masbate,San Fernando,Buenos Aires,5416
Masbate,San Fernando,Bugho,6018
Masbate,San Fernando,Bulalang,8711
Masbate,San Fernando,Buyo,5416
Masbate,San Fernando,Ca,5416
Masbate,San Fernando,Cabatbatan,6018
Masbate,San Fernando,Cabuling,8711
Masbate,San Fernando,Calascagas,4415
Masbate,San Fernando,Campalingo,5513
Masbate,San Fernando,Candelaria,8711
Masbate,San Fernando,Canjalon,5513
Masbate,San Fernando,Cayaga,8711
Masbate,San Fernando,Corbada,5416
Masbate,San Fernando,Cotmo,4415
Masbate,San Fernando,Daculang Tubig,4415
Masbate,San Fernando,Dao,8711
Masbate,San Fernando,Daplian,5416
Masbate,San Fernando,Del Pilar (Pob.),4415
Masbate,San Fernando,Del Rosario,5416
Masbate,San Fernando,Durian,8711
Masbate,San Fernando,Espa,5513
Masbate,San Fernando,G,4415
Masbate,San Fernando,Greenhills,6018
Masbate,San Fernando,Grijalvo,4415
Masbate,San Fernando,Halapitan (Pob.),8711
Masbate,San Fernando,Iglugsad,8711
Masbate,San Fernando,Ilaya,6018
Masbate,San Fernando,Ipil,5416
Masbate,San Fernando,Kalagangan,8711
Masbate,San Fernando,Kawayan,8711
Masbate,San Fernando,Kibongcog,8711
Masbate,San Fernando,Lahong,5416
Masbate,San Fernando,Lantawan,6018
Masbate,San Fernando,Liburon,6018
Masbate,San Fernando,Little Baguio,8711
Masbate,San Fernando,Lumbia,5416
Masbate,San Fernando,Lupi,4415
Masbate,San Fernando,Mabini,5513
Masbate,San Fernando,Mabuhay,8711
Masbate,San Fernando,Mabulo,5513
Masbate,San Fernando,Magkaipit,5416
Masbate,San Fernando,Magkalungay,8711
Masbate,San Fernando,Magsasaka Pob. (District 3),5416
Masbate,San Fernando,Magsico,6018
Masbate,San Fernando,Malayanan,8711
Masbate,San Fernando,Marag,4415
Masbate,San Fernando,Matupe,8711
Masbate,San Fernando,Minio,5416
Masbate,San Fernando,Nacabuklad,8711
Masbate,San Fernando,Namnam,8711
Masbate,San Fernando,Otod,5513
Masbate,San Fernando,Palacpacan,8711
Masbate,San Fernando,Pamukid,4415
Masbate,San Fernando,Panadtaran,6018
Masbate,San Fernando,Panangcalan,5513
Masbate,San Fernando,Pili,5513
Masbate,San Fernando,Pinamasagan,4415
Masbate,San Fernando,Pinamoghaan,5416
Masbate,San Fernando,Pipian,4415
Masbate,San Fernando,Pitalo,6018
Masbate,San Fernando,Planza,4415
Masbate,San Fernando,Poblacion,5513
Masbate,San Fernando,Poblacion North,6018
Masbate,San Fernando,Poblacion South,6018
Masbate,San Fernando,Progreso,5416
Masbate,San Fernando,Resurreccion,5416
Masbate,San Fernando,Rizal (Pob.),4415
Masbate,San Fernando,Sacramento Valley,8711
Masbate,San Fernando,Salvacion,5416
Masbate,San Fernando,San Isidro,6018
Masbate,San Fernando,San Joaquin,4415
Masbate,San Fernando,San Jose,8711
Masbate,San Fernando,Sangat,6018
Masbate,San Fernando,Santa Cruz,4415
Masbate,San Fernando,Santo Domingo,8711
Masbate,San Fernando,Silangan Pob. (District 2),5416
Masbate,San Fernando,Sowa,5416
Masbate,San Fernando,Tabionan,6018
Masbate,San Fernando,Taclobo,5513
Masbate,San Fernando,Tagpocol,4415
Masbate,San Fernando,Talisay,5416
Masbate,San Fernando,Tananas,6018
Masbate,San Fernando,Tinubdan,6018
Masbate,San Fernando,Tonggo,6018
Masbate,San Fernando,Tubod,6018
Masbate,San Fernando,Tugop,8711
Masbate,San Fernando,Valparaiso,5416
Masbate,San Jacinto,Almi,5417
Masbate,San Jacinto,Awai,2431
Masbate,San Jacinto,Bagacay,5417
Masbate,San Jacinto,Bagahanglad,5417
Masbate,San Jacinto,Bagong Pag-asa (Poblacion East),2431
Masbate,San Jacinto,Bartolabac,5417
Masbate,San Jacinto,Bolo,2431
Masbate,San Jacinto,Burgos,5417
Masbate,San Jacinto,Calipat-An,5417
Masbate,San Jacinto,Capaoay (Pob.),2431
Masbate,San Jacinto,Casibong,2431
Masbate,San Jacinto,Danao,5417
Masbate,San Jacinto,District I (Pob.),5417
Masbate,San Jacinto,District II (Pob.),5417
Masbate,San Jacinto,District III (Pob.),5417
Masbate,San Jacinto,District IV (Pob.),5417
Masbate,San Jacinto,Dorong-an Daplian,5417
Masbate,San Jacinto,Guibel,2431
Masbate,San Jacinto,Imelda (Decrito),2431
Masbate,San Jacinto,Interior,5417
Masbate,San Jacinto,Jagna-an,5417
Masbate,San Jacinto,Labney,2431
Masbate,San Jacinto,Lobong,2431
Masbate,San Jacinto,Luna,5417
Masbate,San Jacinto,Mabini,5417
Masbate,San Jacinto,Macayug,2431
Masbate,San Jacinto,Magsaysay (Capay),2431
Masbate,San Jacinto,Pi,5417
Masbate,San Jacinto,Roosevelt,5417
Masbate,San Jacinto,San Guillermo (Poblacion West),2431
Masbate,San Jacinto,San Isidro,5417
Masbate,San Jacinto,San Jose,2431
Masbate,San Jacinto,San Juan,2431
Masbate,San Jacinto,San Roque,2431
Masbate,San Jacinto,San Vicente,2431
Masbate,San Jacinto,Santa Cruz,2431
Masbate,San Jacinto,Santa Maria,2431
Masbate,San Jacinto,Santa Rosa,5417
Masbate,San Jacinto,Santo Tomas,2431
Masbate,San Jacinto,Washington,5417
Masbate,Uson,Arado,5402
Masbate,Uson,Armenia,5402
Masbate,Uson,Aurora,5402
Masbate,Uson,Badling,5402
Masbate,Uson,Bonifacio,5402
Masbate,Uson,Buenasuerte,5402
Masbate,Uson,Buenavista,5402
Masbate,Uson,Campana,5402
Masbate,Uson,Candelaria,5402
Masbate,Uson,Centro,5402
Masbate,Uson,Crossing,5402
Masbate,Uson,Dapdap,5402
Masbate,Uson,Del Carmen,5402
Masbate,Uson,Del Rosario,5402
Masbate,Uson,Libertad,5402
Masbate,Uson,Mabini,5402
Masbate,Uson,Mabuhay,5402
Masbate,Uson,Madao,5402
Masbate,Uson,Magsaysay,5402
Masbate,Uson,Marcella,5402
Masbate,Uson,Miaga,5402
Masbate,Uson,Mongahay,5402
Masbate,Uson,Morocborocan,5402
Masbate,Uson,Paguihaman,5402
Masbate,Uson,Panicijan,5402
Masbate,Uson,Poblacion,5402
Masbate,Uson,Quezon,5402
Masbate,Uson,San Isidro,5402
Masbate,Uson,San Jose,5402
Masbate,Uson,San Mateo,5402
Masbate,Uson,San Ramon,5402
Masbate,Uson,San Vicente,5402
Masbate,Uson,Santo Cristo,5402
Masbate,Uson,Sawang,5402
Masbate,Uson,Simawa,5402
Misamis Occidental,Aloran,Balintonga,7206
Misamis Occidental,Aloran,Banisilon,7206
Misamis Occidental,Aloran,Burgos,7206
Misamis Occidental,Aloran,Calube,7206
Misamis Occidental,Aloran,Caputol,7206
Misamis Occidental,Aloran,Casusan,7206
Misamis Occidental,Aloran,Conat,7206
Misamis Occidental,Aloran,Culpan,7206
Misamis Occidental,Aloran,Dalisay,7206
Misamis Occidental,Aloran,Dullan,7206
Misamis Occidental,Aloran,Ibabao,7206
Misamis Occidental,Aloran,Labo,7206
Misamis Occidental,Aloran,Lawa-an,7206
Misamis Occidental,Aloran,Lobogon,7206
Misamis Occidental,Aloran,Lumbayao,7206
Misamis Occidental,Aloran,Macubon (Sina-ad),7206
Misamis Occidental,Aloran,Makawa,7206
Misamis Occidental,Aloran,Manamong,7206
Misamis Occidental,Aloran,Matipaz,7206
Misamis Occidental,Aloran,Maular,7206
Misamis Occidental,Aloran,Mitazan,7206
Misamis Occidental,Aloran,Mohon,7206
Misamis Occidental,Aloran,Monterico,7206
Misamis Occidental,Aloran,Nabuna,7206
Misamis Occidental,Aloran,Ospital (Pob.),7206
Misamis Occidental,Aloran,Palayan,7206
Misamis Occidental,Aloran,Pelong,7206
Misamis Occidental,Aloran,Roxas,7206
Misamis Occidental,Aloran,San Pedro,7206
Misamis Occidental,Aloran,Santa Ana,7206
Misamis Occidental,Aloran,Sinampongan,7206
Misamis Occidental,Aloran,Taguanao,7206
Misamis Occidental,Aloran,Tawi-tawi,7206
Misamis Occidental,Aloran,Toril,7206
Misamis Occidental,Aloran,Tubod (Juan Bacayo),7206
Misamis Occidental,Aloran,Tuburan,7206
Misamis Occidental,Aloran,Tugaya,7206
Misamis Occidental,Aloran,Zamora,7206
Misamis Occidental,Baliangao,Del Pilar,7211
Misamis Occidental,Baliangao,Landing,7211
Misamis Occidental,Baliangao,Lumipac,7211
Misamis Occidental,Baliangao,Lusot,7211
Misamis Occidental,Baliangao,Mabini,7211
Misamis Occidental,Baliangao,Magsaysay,7211
Misamis Occidental,Baliangao,Misom,7211
Misamis Occidental,Baliangao,Mitacas,7211
Misamis Occidental,Baliangao,Naburos,7211
Misamis Occidental,Baliangao,Northern Poblacion,7211
Misamis Occidental,Baliangao,Punta Miray,7211
Misamis Occidental,Baliangao,Punta Sulong,7211
Misamis Occidental,Baliangao,Sinian,7211
Misamis Occidental,Baliangao,Southern Poblacion,7211
Misamis Occidental,Baliangao,Tugas,7211
Misamis Occidental,Bonifacio,Bag-ong Anonang,7215
Misamis Occidental,Bonifacio,Bagumbang,7215
Misamis Occidental,Bonifacio,Baybay,7215
Misamis Occidental,Bonifacio,Bolinsong,7215
Misamis Occidental,Bonifacio,Buenavista,7215
Misamis Occidental,Bonifacio,Buracan,7215
Misamis Occidental,Bonifacio,Calolot,7215
Misamis Occidental,Bonifacio,Demetrio Fernan,7215
Misamis Occidental,Bonifacio,Digson,7215
Misamis Occidental,Bonifacio,Dimalco,7215
Misamis Occidental,Bonifacio,Dullan,7215
Misamis Occidental,Bonifacio,Kanaokanao,7215
Misamis Occidental,Bonifacio,Liloan,7215
Misamis Occidental,Bonifacio,Linconan,7215
Misamis Occidental,Bonifacio,Lodiong,7215
Misamis Occidental,Bonifacio,Lower Usugan,7215
Misamis Occidental,Bonifacio,Mapurog (Migsale),7215
Misamis Occidental,Bonifacio,Migpange,7215
Misamis Occidental,Bonifacio,Montol,7215
Misamis Occidental,Bonifacio,Pisa-an,7215
Misamis Occidental,Bonifacio,Poblacion (Centro),7215
Misamis Occidental,Bonifacio,Remedios,7215
Misamis Occidental,Bonifacio,Rufino Lumapas,7215
Misamis Occidental,Bonifacio,Sibuyon,7215
Misamis Occidental,Bonifacio,Tangab,7215
Misamis Occidental,Bonifacio,Tiaman,7215
Misamis Occidental,Bonifacio,Tusik,7215
Misamis Occidental,Bonifacio,Upper Usogan,7215
Misamis Occidental,Calamba,Bonifacio,7210
Misamis Occidental,Calamba,Bunawan,7210
Misamis Occidental,Calamba,Calaran,7210
Misamis Occidental,Calamba,Dapacan Alto,7210
Misamis Occidental,Calamba,Dapacan Bajo,7210
Misamis Occidental,Calamba,Don Bernardo Nery Pob. (Tres de Mayo),7210
Misamis Occidental,Calamba,Langub,7210
Misamis Occidental,Calamba,Libertad,7210
Misamis Occidental,Calamba,Magcamiguing,7210
Misamis Occidental,Calamba,Mamalad,7210
Misamis Occidental,Calamba,Mauswagon,7210
Misamis Occidental,Calamba,Northern Poblacion,7210
Misamis Occidental,Calamba,Salvador,7210
Misamis Occidental,Calamba,San Isidro (San Isidro-San Pedro),7210
Misamis Occidental,Calamba,Siloy,7210
Misamis Occidental,Calamba,Singalat,7210
Misamis Occidental,Calamba,Solinog,7210
Misamis Occidental,Calamba,Southwestern Poblacion,7210
Misamis Occidental,Calamba,Sulipat,7210
Misamis Occidental,Clarin,Bacani,6330
Misamis Occidental,Clarin,Bernad,7201
Misamis Occidental,Clarin,Bito-on,7201
Misamis Occidental,Clarin,Bogtongbod,6330
Misamis Occidental,Clarin,Bonbon,6330
Misamis Occidental,Clarin,Bontud,6330
Misamis Occidental,Clarin,Buacao,6330
Misamis Occidental,Clarin,Buangan,6330
Misamis Occidental,Clarin,Cabog,6330
Misamis Occidental,Clarin,Caboy,6330
Misamis Occidental,Clarin,Cabunga-an,7201
Misamis Occidental,Clarin,Caluwasan,6330
Misamis Occidental,Clarin,Candajec,6330
Misamis Occidental,Clarin,Canibungan Daku,7201
Misamis Occidental,Clarin,Canibungan Putol,7201
Misamis Occidental,Clarin,Canipacan,7201
Misamis Occidental,Clarin,Cantoyoc,6330
Misamis Occidental,Clarin,Comaang,6330
Misamis Occidental,Clarin,Dalingap,7201
Misamis Occidental,Clarin,Danahao,6330
Misamis Occidental,Clarin,Dela Paz,7201
Misamis Occidental,Clarin,Dolores,7201
Misamis Occidental,Clarin,Gata Daku,7201
Misamis Occidental,Clarin,Gata Diot,7201
Misamis Occidental,Clarin,Guba (Ozamis),7201
Misamis Occidental,Clarin,Katipunan,6330
Misamis Occidental,Clarin,Kinangay Norte,7201
Misamis Occidental,Clarin,Kinangay Sur,7201
Misamis Occidental,Clarin,Lajog,6330
Misamis Occidental,Clarin,Lapasan,7201
Misamis Occidental,Clarin,Lupagan,7201
Misamis Occidental,Clarin,Malibangcao,7201
Misamis Occidental,Clarin,Masabud,7201
Misamis Occidental,Clarin,Mataub,6330
Misamis Occidental,Clarin,Mialen,7201
Misamis Occidental,Clarin,Nahawan,6330
Misamis Occidental,Clarin,Pan-ay,7201
Misamis Occidental,Clarin,Penacio,7201
Misamis Occidental,Clarin,Poblacion Centro,6330
Misamis Occidental,Clarin,Poblacion I,7201
Misamis Occidental,Clarin,Poblacion II,7201
Misamis Occidental,Clarin,Poblacion III,7201
Misamis Occidental,Clarin,Poblacion IV,7201
Misamis Occidental,Clarin,Poblacion Norte,6330
Misamis Occidental,Clarin,Poblacion Sur,6330
Misamis Occidental,Clarin,Sebasi,7201
Misamis Occidental,Clarin,Segatic Daku,7201
Misamis Occidental,Clarin,Segatic Diot,7201
Misamis Occidental,Clarin,Tangaran,6330
Misamis Occidental,Clarin,Tinacla-an,7201
Misamis Occidental,Clarin,Tontunan,6330
Misamis Occidental,Clarin,Tubod,6330
Misamis Occidental,Clarin,Villaflor,6330
Misamis Occidental,Concepcion,Aglosong,5013
Misamis Occidental,Concepcion,Agnaga,5013
Misamis Occidental,Concepcion,Alfonso,2316
Misamis Occidental,Concepcion,Bachawan,5516
Misamis Occidental,Concepcion,Bacjawan Norte,5013
Misamis Occidental,Concepcion,Bacjawan Sur,5013
Misamis Occidental,Concepcion,Bagong Nayon,7213
Misamis Occidental,Concepcion,Bagongon,5013
Misamis Occidental,Concepcion,Balutu,2316
Misamis Occidental,Concepcion,Batiti,5013
Misamis Occidental,Concepcion,Botlog,5013
Misamis Occidental,Concepcion,Cafe,2316
Misamis Occidental,Concepcion,Calabasahan,5516
Misamis Occidental,Concepcion,Calamigan,5013
Misamis Occidental,Concepcion,Calius Gueco,2316
Misamis Occidental,Concepcion,Caluluan,2316
Misamis Occidental,Concepcion,Capule,7213
Misamis Occidental,Concepcion,Castillo,2316
Misamis Occidental,Concepcion,Corazon de Jesus,2316
Misamis Occidental,Concepcion,Culatingan,2316
Misamis Occidental,Concepcion,Dalajican,5516
Misamis Occidental,Concepcion,Dungan,2316
Misamis Occidental,Concepcion,Dungon,5013
Misamis Occidental,Concepcion,Dutung-A-Matas,2316
Misamis Occidental,Concepcion,Green village,2316
Misamis Occidental,Concepcion,Guiban,7213
Misamis Occidental,Concepcion,Igbon,5013
Misamis Occidental,Concepcion,Jamul-Awon,5013
Misamis Occidental,Concepcion,Laya-an,7213
Misamis Occidental,Concepcion,Lilibangan,2316
Misamis Occidental,Concepcion,Lingatongan,7213
Misamis Occidental,Concepcion,Lo-ong,5013
Misamis Occidental,Concepcion,Mabilog,2316
Misamis Occidental,Concepcion,Macalbang,5013
Misamis Occidental,Concepcion,Macatunao,5013
Misamis Occidental,Concepcion,Magao,2316
Misamis Occidental,Concepcion,Malangabang,5013
Misamis Occidental,Concepcion,Maligubaan,7213
Misamis Occidental,Concepcion,Maliogliog,5013
Misamis Occidental,Concepcion,Malupa,2316
Misamis Occidental,Concepcion,Mantukoy,7213
Misamis Occidental,Concepcion,Marugang,7213
Misamis Occidental,Concepcion,Masadya,5516
Misamis Occidental,Concepcion,Masudsud,5516
Misamis Occidental,Concepcion,Minane,2316
Misamis Occidental,Concepcion,New Casul,7213
Misamis Occidental,Concepcion,Ni,5013
Misamis Occidental,Concepcion,Nipa,5013
Misamis Occidental,Concepcion,Panalicsian (Panalicsican),2316
Misamis Occidental,Concepcion,Pando,2316
Misamis Occidental,Concepcion,Parang,2316
Misamis Occidental,Concepcion,Parulung,2316
Misamis Occidental,Concepcion,Pitabunan,2316
Misamis Occidental,Concepcion,Plandico,5013
Misamis Occidental,Concepcion,Poblacion,5013
Misamis Occidental,Concepcion,Poblacion,5516
Misamis Occidental,Concepcion,Poblacion,7213
Misamis Occidental,Concepcion,Pogan,7213
Misamis Occidental,Concepcion,Polopina,5013
Misamis Occidental,Concepcion,Salvacion,5013
Misamis Occidental,Concepcion,Sampong,5516
Misamis Occidental,Concepcion,San Agustin (Murcia),2316
Misamis Occidental,Concepcion,San Antonio,2316
Misamis Occidental,Concepcion,San Bartolome,2316
Misamis Occidental,Concepcion,San Francisco,2316
Misamis Occidental,Concepcion,San Isidro (Almendras),2316
Misamis Occidental,Concepcion,San Jose (Pob.),2316
Misamis Occidental,Concepcion,San Juan (Castro),2316
Misamis Occidental,Concepcion,San Martin,2316
Misamis Occidental,Concepcion,San Nicolas (Pob.),2316
Misamis Occidental,Concepcion,San Nicolas Balas,2316
Misamis Occidental,Concepcion,San Pedro (Agbatang),5516
Misamis Occidental,Concepcion,San Vicente,5516
Misamis Occidental,Concepcion,San Vicente (Caluis/Cobra),2316
Misamis Occidental,Concepcion,Santa Cruz,2316
Misamis Occidental,Concepcion,Santa Maria,2316
Misamis Occidental,Concepcion,Santa Monica,2316
Misamis Occidental,Concepcion,Santa Rita,2316
Misamis Occidental,Concepcion,Santa Rosa,2316
Misamis Occidental,Concepcion,Santiago,2316
Misamis Occidental,Concepcion,Santo Cristo,2316
Misamis Occidental,Concepcion,Santo Ni,2316
Misamis Occidental,Concepcion,Santo Rosario (Magunting),2316
Misamis Occidental,Concepcion,Small Potongan,7213
Misamis Occidental,Concepcion,Soso-on,7213
Misamis Occidental,Concepcion,Talimunduc Marimla,2316
Misamis Occidental,Concepcion,Talimunduc San Miguel,2316
Misamis Occidental,Concepcion,Talotu-an,5013
Misamis Occidental,Concepcion,Tambaliza,5013
Misamis Occidental,Concepcion,Tamis-ac,5013
Misamis Occidental,Concepcion,Telabanca,2316
Misamis Occidental,Concepcion,Tinang,2316
Misamis Occidental,Concepcion,Upper Dapitan,7213
